"","district","weekstartdate","anycases","totalcases","est"
"13651","clay",2005-06-12,0,0,0.0133879524088426
"13652","clay",2005-06-19,0,0,0.0233407601172773
"13653","aurora",2005-03-20,0,0,2.17263394603617e-06
"13654","aurora",2005-03-27,0,0,3.2762724189073e-06
"13655","aurora",2005-04-03,0,0,7.10004581484119e-06
"13656","aurora",2005-04-10,0,0,1.79634709948043e-05
"13657","aurora",2005-04-17,0,0,3.58008082722841e-05
"13658","aurora",2005-04-24,0,0,7.05729348196882e-05
"13659","aurora",2005-05-01,0,0,7.91132248233064e-05
"13660","aurora",2005-05-08,0,0,0.000139007416719276
"13661","aurora",2005-05-15,0,0,0.000208528098867213
"13662","aurora",2005-05-22,0,0,0.000426309891665545
"13663","aurora",2005-05-29,0,0,0.000628576135584015
"13664","aurora",2005-06-05,0,0,0.00120778620088756
"13665","aurora",2005-06-12,0,0,0.00228206052886916
"13666","aurora",2005-06-19,0,0,0.00437963966775106
"13667","aurora",2005-06-26,0,0,0.00957605695629737
"13668","aurora",2005-07-03,0,0,0.0167516006710694
"13669","aurora",2005-07-10,0,0,0.0263003930012006
"13670","aurora",2005-07-17,1,1,0.0348180503833706
"13671","aurora",2005-07-24,0,0,0.045814700341558
"13672","beadle",2005-01-02,0,0,2.78578922010086e-06
"13673","beadle",2005-01-09,0,0,9.66033103114445e-07
"13674","beadle",2005-01-16,0,0,3.18358698369673e-07
"13675","beadle",2005-01-23,0,0,2.27288342146e-07
"13676","beadle",2005-01-30,0,0,3.06991488307689e-07
"13677","beadle",2005-02-06,0,0,4.64417965181449e-07
"13678","beadle",2005-02-13,0,0,5.5815442511973e-07
"13679","beadle",2005-02-20,0,0,8.77341598042802e-07
"13680","beadle",2005-02-27,0,0,1.37420619237031e-06
"13681","beadle",2005-03-06,0,0,2.66057916800822e-06
"13682","beadle",2005-03-13,0,0,5.52943422690112e-06
"13683","beadle",2005-03-20,0,0,7.75132690857229e-06
"13684","beadle",2005-03-27,0,0,1.31004935847396e-05
"13685","beadle",2005-04-03,0,0,3.16366308390557e-05
"13686","beadle",2005-04-10,0,0,8.91154994271019e-05
"13687","beadle",2005-04-17,0,0,0.000196745486269655
"13688","beadle",2005-04-24,0,0,0.000414683242367142
"13689","beadle",2005-05-01,0,0,0.000498214921057374
"13690","sanborn",2005-07-31,0,0,0.140057811310948
"13691","beadle",2005-05-15,0,0,0.00143106926877133
"13692","beadle",2005-05-22,0,0,0.00301970747958801
"13693","beadle",2005-05-29,0,0,0.00449754654330661
"13694","spink",2005-01-23,0,0,1.37383073169658e-07
"13695","spink",2005-01-30,0,0,1.81977368121572e-07
"13696","spink",2005-02-06,0,0,2.77549678910054e-07
"13697","spink",2005-02-13,0,0,3.24755573943607e-07
"13698","spink",2005-02-20,0,0,5.10909038281633e-07
"13699","spink",2005-02-27,0,0,7.80593439869917e-07
"13700","spink",2005-03-06,0,0,1.38014817891886e-06
"13701","yankton",2005-05-22,0,0,0.00139296820383586
"13702","yankton",2005-05-29,0,0,0.00210012633589365
"13703","beadle",2005-08-07,0,0,0.261959201646072
"13704","beadle",2005-08-14,0,0,0.267371177241431
"13705","beadle",2005-08-21,0,0,0.263194692294069
"13706","beadle",2005-08-28,1,1,0.230869457498139
"13707","beadle",2005-09-04,0,0,0.173869519758334
"13708","beadle",2005-09-11,0,0,0.167418396248879
"13709","beadle",2005-09-18,0,0,0.11583899285941
"13710","beadle",2005-09-25,0,0,0.0810381961582705
"13711","beadle",2005-10-02,0,0,0.0516193375068
"13712","beadle",2005-10-09,0,0,0.022517693332185
"13713","beadle",2005-10-16,0,0,0.0124187837807239
"13714","beadle",2005-10-23,0,0,0.00568855980078496
"13715","beadle",2005-10-30,0,0,0.00235945241926109
"13716","beadle",2005-11-06,0,0,0.00104105544832249
"13717","beadle",2005-11-13,0,0,0.000493807037116039
"13718","beadle",2005-11-20,0,0,0.000171008579322549
"13719","faulk",2005-04-17,0,0,9.65268270400297e-05
"13720","faulk",2005-04-24,0,0,0.00019477480039257
"13721","faulk",2005-05-01,0,0,0.000230109718851125
"13722","faulk",2005-05-08,0,0,0.000414852164326057
"13723","faulk",2005-05-15,0,0,0.00061363835340622
"13724","faulk",2005-05-22,0,0,0.00130194655408075
"13725","faulk",2005-05-29,0,0,0.00191237815888327
"13726","faulk",2005-06-05,0,0,0.00370384477162625
"13727","hand",2005-01-02,0,0,7.04782476142087e-07
"13728","hand",2005-01-09,0,0,2.51768070443811e-07
"13729","hand",2005-01-16,0,0,8.55706623037153e-08
"13730","hand",2005-01-23,0,0,6.20053307303386e-08
"13731","hand",2005-01-30,0,0,8.67906393574636e-08
"13732","hand",2005-02-06,0,0,1.35039939463275e-07
"13733","hand",2005-02-13,0,0,1.61277816376058e-07
"13734","hand",2005-02-20,0,0,2.56578646771937e-07
"13735","faulk",2005-08-07,0,0,0.134122081596921
"13736","hand",2005-03-06,0,0,8.10644581688014e-07
"13737","hand",2005-03-13,0,0,1.71618075052506e-06
"13738","hand",2005-03-20,0,0,2.33906693318608e-06
"13739","hand",2005-03-27,0,0,3.7924687881868e-06
"13740","hand",2005-04-03,0,0,8.87876428280798e-06
"13741","hand",2005-04-10,0,0,2.37119650254914e-05
"13742","hand",2005-04-17,0,0,5.01301945778619e-05
"13743","hand",2005-04-24,0,0,0.000100319202166638
"13744","hand",2005-05-01,0,0,0.000115630771278608
"13745","hand",2005-05-08,0,0,0.000207859265715209
"13746","bonhomme",2005-04-03,0,0,1.52708914635491e-05
"13747","bonhomme",2005-04-10,0,0,3.92941638943547e-05
"13748","bonhomme",2005-04-17,0,0,7.97710861472119e-05
"13749","bonhomme",2005-04-24,0,0,0.00016164167589554
"13750","bonhomme",2005-05-01,0,0,0.00018262753994951
"13751","bonhomme",2005-05-08,0,0,0.000325070532581381
"13752","bonhomme",2005-05-15,0,0,0.000503987889662507
"13753","bonhomme",2005-05-22,0,0,0.00101272336556787
"13754","bonhomme",2005-05-29,0,0,0.00152214001883404
"13755","bonhomme",2005-06-05,0,0,0.00284155709802675
"13756","bonhomme",2005-06-12,0,0,0.00542059767956206
"13757","bonhomme",2005-06-19,0,0,0.00982944190565981
"13758","hand",2005-08-07,0,0,0.0756443000280357
"13759","bonhomme",2005-07-03,0,0,0.036460300061142
"13760","bonhomme",2005-07-10,0,0,0.0542438284544272
"13761","bonhomme",2005-07-17,0,0,0.0732815561624247
"13762","bonhomme",2005-07-24,0,0,0.0982286198865815
"13763","bonhomme",2005-07-31,0,0,0.0913788630420322
"13764","bonhomme",2005-08-07,0,0,0.094173196367895
"13765","bonhomme",2005-08-14,0,0,0.103048632330472
"13766","bonhomme",2005-08-21,0,0,0.0992066014116832
"13767","bonhomme",2005-08-28,0,0,0.0901307491849864
"13768","bonhomme",2005-09-04,0,0,0.0651221122981353
"13769","bonhomme",2005-09-11,0,0,0.0561845042656977
"13770","bonhomme",2005-09-18,0,0,0.0376389531163835
"13771","bonhomme",2005-09-25,0,0,0.0280542082493755
"13772","bonhomme",2005-10-02,0,0,0.0174620735189859
"13773","bonhomme",2005-10-09,0,0,0.00842254621889178
"13774","bonhomme",2005-10-16,0,0,0.00441459964216068
"13775","bonhomme",2005-10-23,0,0,0.00200881138524435
"13776","bonhomme",2005-10-30,0,0,0.000797021885049731
"13777","bonhomme",2005-11-06,0,0,0.000369426185904735
"13778","bonhomme",2005-11-13,0,0,0.000183054107349464
"13779","bonhomme",2005-11-20,0,0,6.65338670014151e-05
"13780","bonhomme",2005-11-27,0,0,3.03773467914907e-05
"13781","bonhomme",2005-12-04,0,0,7.31708700566586e-06
"13782","bonhomme",2005-12-11,0,0,1.58495089750953e-06
"13783","bonhomme",2005-12-18,0,0,6.63182312119373e-07
"13784","bonhomme",2005-12-25,0,0,3.86159036626386e-07
"13785","davison",2005-10-23,0,0,0.00771391420793824
"13786","davison",2005-10-30,0,0,0.00310825762837201
"13787","davison",2005-11-06,0,0,0.00140104258239879
"13788","brown",2005-01-02,0,0,8.60787308897442e-06
"13789","brown",2005-01-09,0,0,3.02121269088406e-06
"13790","brown",2005-01-16,0,0,9.40611181519683e-07
"13791","brown",2005-01-23,0,0,6.21984422023199e-07
"13792","brown",2005-01-30,0,0,8.03985401653647e-07
"13793","brown",2005-02-06,0,0,1.23358275579086e-06
"13794","brown",2005-02-13,0,0,1.42531942060965e-06
"13795","brown",2005-02-20,0,0,2.11078515180845e-06
"13796","brown",2005-02-27,0,0,3.18445658176015e-06
"13797","brown",2005-03-06,0,0,5.52234487577891e-06
"13798","brown",2005-03-13,0,0,1.14360527497194e-05
"13799","brown",2005-03-20,0,0,1.80835867887017e-05
"13800","hanson",2005-11-06,0,0,0.000352793057519285
"13801","hanson",2005-11-13,0,0,0.000170808401431037
"13802","hanson",2005-11-20,0,0,6.00262117414798e-05
"13803","hanson",2005-11-27,0,0,2.56442259013905e-05
"13804","hanson",2005-12-04,0,0,6.297793435853e-06
"13805","hanson",2005-12-11,0,0,1.32296041360753e-06
"13806","hanson",2005-12-18,0,0,5.45481020109918e-07
"13807","hanson",2005-12-25,0,0,2.80789827646407e-07
"13808","sanborn",2005-07-03,1,1,0.0598317281594154
"13809","sanborn",2005-07-10,0,0,0.090057687834473
"13810","sanborn",2005-07-17,0,0,0.113940301342717
"13811","beadle",2005-05-08,0,0,0.000925297962525865
"13812","spink",2005-01-02,0,0,1.82561606270695e-06
"13813","spink",2005-01-09,0,0,6.42639239130325e-07
"13814","spink",2005-01-16,0,0,1.97035951823613e-07
"13815","edmunds",2005-11-27,0,0,3.7598491696003e-05
"13816","edmunds",2005-12-04,0,0,9.85530342528871e-06
"13817","edmunds",2005-12-11,0,0,2.68124954664423e-06
"13818","edmunds",2005-12-18,0,0,1.07155640027674e-06
"13819","edmunds",2005-12-25,0,0,6.06069855184647e-07
"13820","jerauld",2005-02-27,0,0,2.19759562714143e-07
"13821","jerauld",2005-03-06,0,0,4.35176976365987e-07
"13822","spink",2005-03-13,0,0,2.92893872617117e-06
"13823","spink",2005-03-20,0,0,4.45724817353487e-06
"13824","spink",2005-03-27,0,0,8.25380012037109e-06
"13825","spink",2005-04-03,0,0,2.09022613610543e-05
"13826","spink",2005-04-10,0,0,6.10825498646444e-05
"13827","spink",2005-04-17,0,0,0.000141046226887154
"13828","spink",2005-04-24,0,0,0.000306703692441157
"13829","spink",2005-05-01,0,0,0.000389893848506094
"13830","spink",2005-05-08,0,0,0.00072771949553576
"13831","spink",2005-05-15,0,0,0.00113524022002897
"13832","spink",2005-05-22,0,0,0.00244251297737461
"13833","brown",2005-11-13,0,0,0.00234343829342592
"13834","brown",2005-11-20,0,0,0.000841049710522243
"13835","brown",2005-11-27,0,0,0.000330286604581526
"13836","brown",2005-12-04,0,0,9.08385074556354e-05
"13837","brown",2005-12-11,0,0,2.47258884434758e-05
"13838","brown",2005-12-18,0,0,1.0440528196598e-05
"13839","brown",2005-12-25,0,0,5.00171473855581e-06
"13840","mcpherson",2005-04-03,0,0,7.18579103559526e-06
"13841","mcpherson",2005-04-10,0,0,2.15166418720752e-05
"13842","mcpherson",2005-04-17,0,0,5.16569678325181e-05
"13843","mcpherson",2005-04-24,0,0,0.000108509281931422
"13844","mcpherson",2005-05-01,0,0,0.000131943360206299
"13845","mcpherson",2005-05-08,0,0,0.000245586550641497
"13846","mcpherson",2005-05-15,0,0,0.000359170214637465
"13847","mcpherson",2005-05-22,0,0,0.000793579689239387
"13848","mcpherson",2005-05-29,0,0,0.00115887926383511
"13849","mcpherson",2005-06-05,0,0,0.00224335888811763
"13850","mcpherson",2005-06-12,0,0,0.0039952225804455
"13851","mcpherson",2005-06-19,0,0,0.0078690871587512
"13852","mcpherson",2005-06-26,0,0,0.0158112138776266
"13853","mcpherson",2005-07-03,0,0,0.0256765853750175
"13854","mcpherson",2005-07-10,0,0,0.0410555563508216
"13855","mcpherson",2005-07-17,0,0,0.0542278546868402
"13856","mcpherson",2005-07-24,0,0,0.0712763437455439
"13857","mcpherson",2005-07-31,0,0,0.0740107724102807
"13858","mcpherson",2005-08-07,0,0,0.0780862593361299
"13859","mcpherson",2005-08-14,1,1,0.0732545761320984
"13860","douglas",2005-01-02,0,0,8.63676481135325e-07
"13861","douglas",2005-01-09,0,0,3.0634337406147e-07
"13862","douglas",2005-01-16,0,0,1.10272123595235e-07
"13863","douglas",2005-01-23,0,0,8.32202570153716e-08
"13864","douglas",2005-01-30,0,0,1.19042856506788e-07
"13865","douglas",2005-02-06,0,0,1.93124070904086e-07
"13866","douglas",2005-02-13,0,0,2.3652202435701e-07
"13867","douglas",2005-02-20,0,0,3.79314741161524e-07
"13868","douglas",2005-02-27,0,0,6.3629116682344e-07
"13869","douglas",2005-03-06,0,0,1.25620535099237e-06
"13870","douglas",2005-03-13,0,0,2.62152948985936e-06
"13871","douglas",2005-03-20,0,0,3.40194873901371e-06
"13872","douglas",2005-03-27,0,0,5.10513605997793e-06
"13873","douglas",2005-04-03,0,0,1.08243304509646e-05
"13874","douglas",2005-04-10,0,0,2.72676783048999e-05
"13875","douglas",2005-04-17,0,0,5.40293050350807e-05
"13876","douglas",2005-04-24,0,0,0.000107131307989049
"13877","douglas",2005-05-01,0,0,0.000119856506284023
"13878","douglas",2005-05-08,0,0,0.000209280594885194
"13879","douglas",2005-05-15,0,0,0.000314203424165644
"13880","douglas",2005-05-22,0,0,0.000628660804804608
"13881","douglas",2005-05-29,0,0,0.000922644733211456
"13882","douglas",2005-06-05,0,0,0.00174204599026664
"13883","douglas",2005-06-12,0,0,0.00326635883576508
"13884","douglas",2005-06-19,0,0,0.00613098401552954
"13885","douglas",2005-06-26,0,0,0.0132027890500928
"13886","douglas",2005-07-03,0,0,0.0230906228566963
"13887","douglas",2005-07-10,0,0,0.0353658318989922
"13888","douglas",2005-07-17,0,0,0.0471321963328096
"13889","douglas",2005-07-24,0,0,0.0627485790165357
"13890","douglas",2005-07-31,0,0,0.0588932952060837
"13891","douglas",2005-08-07,0,0,0.0627336096633078
"13892","douglas",2005-08-14,0,0,0.0700274285455449
"13893","douglas",2005-08-21,0,0,0.068839919728252
"13894","douglas",2005-08-28,0,0,0.0636214010251783
"13895","hand",2005-11-13,0,0,0.000125342613221321
"13896","hand",2005-11-20,0,0,4.46598249845173e-05
"13897","hand",2005-11-27,0,0,1.87021108062296e-05
"13898","hand",2005-12-04,0,0,4.40410726308318e-06
"13899","clay",2005-06-26,1,1,0.0476033838040759
"13900","clay",2005-07-03,0,0,0.081475284447849
"13901","clay",2005-07-10,1,1,0.115244045219087
"13902","clay",2005-07-17,1,1,0.155129278417262
"13903","douglas",2005-10-30,0,0,0.000600948014598234
"13904","douglas",2005-11-06,0,0,0.000266433925412225
"13905","douglas",2005-11-13,0,0,0.000126535445672028
"13906","douglas",2005-11-20,0,0,4.5331074431405e-05
"13907","douglas",2005-11-27,0,0,1.97971706827871e-05
"13908","douglas",2005-12-04,0,0,4.62130007198587e-06
"13909","douglas",2005-12-11,0,0,1.00116735553904e-06
"13910","douglas",2005-12-18,0,0,4.08718361790453e-07
"13911","douglas",2005-12-25,0,0,2.32722889869882e-07
"13912","clay",2005-09-25,0,0,0.0484245743069167
"13913","clay",2005-10-02,0,0,0.0300498460407581
"13914","clay",2005-10-09,0,0,0.0153257820813486
"13915","clay",2005-10-16,0,0,0.00829737118590921
"13916","clay",2005-10-23,0,0,0.00396552517973285
"13917","clay",2005-10-30,0,0,0.00164129626993769
"13918","clay",2005-11-06,0,0,0.000809619244433907
"13919","clay",2005-11-13,0,0,0.000413742364472907
"13920","edmunds",2005-08-07,1,1,0.140798031508783
"13921","edmunds",2005-08-14,0,0,0.134884891700099
"13922","edmunds",2005-08-21,0,0,0.132886371071016
"13923","edmunds",2005-08-28,1,1,0.108286950968994
"13924","edmunds",2005-09-04,0,0,0.0808589689424465
"13925","edmunds",2005-09-11,0,0,0.0724234784259831
"13926","edmunds",2005-09-18,0,0,0.0456911691987754
"13927","edmunds",2005-09-25,0,0,0.029138662569429
"13928","edmunds",2005-10-02,0,0,0.0185553964577711
"13929","edmunds",2005-10-09,0,0,0.00779938588175272
"13930","edmunds",2005-10-16,0,0,0.0047980503138984
"13931","edmunds",2005-10-23,0,0,0.00232650713633138
"13932","sanborn",2005-07-24,0,0,0.144555276895061
"13933","edmunds",2005-11-06,0,0,0.000494133752036221
"13934","edmunds",2005-11-13,0,0,0.000254698662345996
"13935","edmunds",2005-11-20,0,0,9.45655789602766e-05
"13936","brown",2005-06-12,0,0,0.0724393569808637
"13937","brown",2005-06-19,0,0,0.130025070548169
"13938","brown",2005-06-26,1,1,0.233565138550905
"13939","sanborn",2005-08-28,0,0,0.130309470682742
"13940","sanborn",2005-09-04,0,0,0.0933350201675853
"13941","sanborn",2005-09-11,0,0,0.0894554287952428
"13942","sanborn",2005-09-18,0,0,0.0607510293796804
"13943","jerauld",2005-03-13,0,0,9.15441728438147e-07
"13944","jerauld",2005-03-20,0,0,1.21714269910262e-06
"13945","jerauld",2005-03-27,0,0,1.90627078283775e-06
"13946","jerauld",2005-04-03,0,0,4.3189714668297e-06
"13947","jerauld",2005-04-10,0,0,1.1369043918367e-05
"13948","jerauld",2005-04-17,0,0,2.35278987430332e-05
"13949","jerauld",2005-04-24,0,0,4.72325239332485e-05
"13950","jerauld",2005-05-01,0,0,5.39788608525416e-05
"13951","jerauld",2005-05-08,0,0,9.62060890493251e-05
"13952","jerauld",2005-05-15,0,0,0.000144674106405021
"13953","jerauld",2005-05-22,0,0,0.000298874753194978
"13954","jerauld",2005-05-29,0,0,0.000441215160644869
"13955","jerauld",2005-06-05,0,0,0.00085313909898676
"13956","jerauld",2005-06-12,0,0,0.00160816551825114
"13957","jerauld",2005-06-19,0,0,0.0030943927079225
"13958","jerauld",2005-06-26,0,0,0.00665226979295974
"13959","turner",2005-01-02,0,0,2.23232534724935e-06
"13960","turner",2005-01-09,0,0,7.90484482817585e-07
"13961","turner",2005-01-16,0,0,2.76620835378227e-07
"13962","turner",2005-01-23,0,0,1.92360852864039e-07
"13963","turner",2005-01-30,0,0,2.54786439822653e-07
"13964","turner",2005-02-06,0,0,3.93239788332263e-07
"13965","turner",2005-02-13,0,0,4.71388267062727e-07
"13966","jerauld",2005-09-04,0,0,0.0250397292063677
"13967","jerauld",2005-09-11,0,0,0.0242106728338668
"13968","jerauld",2005-09-18,0,0,0.0159549451752995
"13969","jerauld",2005-09-25,0,0,0.0109768171694745
"13970","jerauld",2005-10-02,0,0,0.00677954638480665
"13971","jerauld",2005-10-09,0,0,0.00292444690933943
"13972","jerauld",2005-10-16,0,0,0.00157380890351506
"13973","jerauld",2005-10-23,0,0,0.000705563414353255
"13974","jerauld",2005-10-30,0,0,0.000281741048835922
"13975","jerauld",2005-11-06,0,0,0.000122776458642097
"13976","jerauld",2005-11-13,0,0,5.72422010522564e-05
"13977","jerauld",2005-11-20,0,0,2.02143021323002e-05
"13978","jerauld",2005-11-27,0,0,8.68213790178888e-06
"13979","jerauld",2005-12-04,0,0,2.00796273585961e-06
"13980","jerauld",2005-12-11,0,0,4.53642466527711e-07
"13981","jerauld",2005-12-18,0,0,1.82648807960064e-07
"13982","jerauld",2005-12-25,0,0,1.01745717374869e-07
"13983","turner",2005-07-03,0,0,0.0785688461360849
"13984","turner",2005-07-10,0,0,0.113459546988705
"13985","turner",2005-07-17,0,0,0.153268775933152
"13986","turner",2005-07-24,1,1,0.201098756257043
"13987","turner",2005-07-31,0,0,0.195360021148648
"13988","turner",2005-08-07,0,0,0.198200724435121
"13989","turner",2005-08-14,0,0,0.202574664462267
"13990","turner",2005-08-21,0,0,0.188844541708542
"13991","turner",2005-08-28,0,0,0.162340150893847
"13992","turner",2005-09-04,1,1,0.111350547215187
"13993","clay",2005-01-02,0,0,2.56304320309022e-06
"13994","clay",2005-01-09,0,0,9.00131365393729e-07
"13995","clay",2005-01-16,0,0,3.13843448276353e-07
"13996","clay",2005-01-23,0,0,2.18139130873329e-07
"13997","clay",2005-01-30,0,0,2.84029011468008e-07
"13998","clay",2005-02-06,0,0,4.60186186094035e-07
"13999","davison",2005-02-20,0,0,1.55195188161366e-06
"14000","davison",2005-02-27,0,0,2.56910951896293e-06
"14001","davison",2005-03-06,0,0,5.0268522845996e-06
"14002","davison",2005-03-13,0,0,1.03791249319408e-05
"14003","davison",2005-03-20,0,0,1.3887813627902e-05
"14004","bonhomme",2005-06-26,0,0,0.0206798949068963
"14005","hand",2005-08-28,0,0,0.0690920967698172
"14006","hand",2005-09-04,0,0,0.0512048069680597
"14007","hand",2005-09-11,0,0,0.04855690577472
"14008","hand",2005-09-18,0,0,0.0318649261549097
"14009","hand",2005-09-25,0,0,0.0216324430450844
"14010","hand",2005-10-02,0,0,0.0135704444259233
"14011","hand",2005-10-09,0,0,0.00565181222459807
"14012","hand",2005-10-16,0,0,0.00318718078819074
"14013","hand",2005-10-23,0,0,0.00145203160196426
"14014","hand",2005-10-30,0,0,0.0006020304564109
"14015","hand",2005-11-06,0,0,0.000262952860257474
"14016","davison",2005-06-12,0,0,0.0197879940274269
"14017","davison",2005-06-19,0,0,0.0364354005936004
"14018","davison",2005-06-26,0,0,0.0757142767298712
"14019","davison",2005-07-03,0,0,0.125271044110805
"14020","hand",2005-12-11,0,0,1.04708410204265e-06
"14021","hand",2005-12-18,0,0,4.25168149862366e-07
"14022","hand",2005-12-25,0,0,2.30165460170328e-07
"14023","davison",2005-08-07,0,0,0.287678588362826
"14024","clay",2005-07-24,0,0,0.206045975888155
"14025","clay",2005-07-31,1,1,0.202033649212043
"14026","clay",2005-08-07,0,0,0.203347890507263
"14027","clay",2005-08-14,0,0,0.206684261568052
"14028","clay",2005-08-21,1,1,0.188518341110882
"14029","clay",2005-08-28,0,0,0.161741014762255
"14030","clay",2005-09-04,0,0,0.1116736581386
"14031","clay",2005-09-11,1,1,0.0951254789574888
"14032","clay",2005-09-18,0,0,0.0635642809915233
"14033","hanson",2005-08-07,0,0,0.0934209360553808
"14034","hanson",2005-08-14,0,0,0.0989530670751891
"14035","hanson",2005-08-21,0,0,0.0942697066569377
"14036","hanson",2005-08-28,0,0,0.0820330472217507
"14037","hanson",2005-09-04,0,0,0.0570088700945938
"14038","hanson",2005-09-11,0,0,0.0528451594190394
"14039","hanson",2005-09-18,0,0,0.0354388359076447
"14040","hanson",2005-09-25,0,0,0.0258919459096697
"14041","clay",2005-11-20,0,0,0.000148064249437786
"14042","clay",2005-11-27,0,0,6.95009320212983e-05
"14043","clay",2005-12-04,0,0,1.74117727032848e-05
"14044","clay",2005-12-11,0,0,3.64387554415129e-06
"14045","clay",2005-12-18,0,0,1.54291017004921e-06
"14046","clay",2005-12-25,0,0,8.71000233983662e-07
"14047","sanborn",2005-05-15,0,0,0.000830192543591508
"14048","sanborn",2005-05-22,0,0,0.00171176757690788
"14049","sanborn",2005-05-29,0,0,0.00253327981747279
"14050","sanborn",2005-06-05,0,0,0.00486978655024567
"14051","sanborn",2005-06-12,0,0,0.00921157256196516
"14052","sanborn",2005-06-19,0,0,0.0171322549351492
"14053","sanborn",2005-06-26,0,0,0.0357424410979728
"14054","brown",2005-05-22,0,0,0.0139160241283507
"14055","brown",2005-05-29,0,0,0.0207565563342431
"14056","brown",2005-06-05,0,0,0.0409446290030671
"14057","jerauld",2005-01-16,0,0,4.23645839800035e-08
"14058","jerauld",2005-01-23,0,0,3.11809601457131e-08
"14059","jerauld",2005-01-30,0,0,4.34935717190545e-08
"14060","jerauld",2005-02-06,0,0,6.7037592819141e-08
"14061","jerauld",2005-02-13,0,0,8.22561344947974e-08
"14062","jerauld",2005-02-20,0,0,1.32366153613472e-07
"14063","brown",2005-07-17,1,1,0.519565354774906
"14064","sanborn",2005-09-25,0,0,0.0435724298084054
"14065","sanborn",2005-10-02,0,0,0.0274940758149323
"14066","sanborn",2005-10-09,0,0,0.0126059723621045
"14067","yankton",2005-06-05,0,0,0.00390830888961477
"14068","yankton",2005-06-12,0,0,0.00755156373503947
"14069","yankton",2005-06-19,0,0,0.0133427294773011
"14070","yankton",2005-06-26,0,0,0.0276619676489734
"14071","yankton",2005-07-03,0,0,0.0480353771875827
"14072","yankton",2005-07-10,0,0,0.0700182419427936
"14073","yankton",2005-07-17,0,0,0.0949309361669735
"14074","yankton",2005-07-24,0,0,0.126815255795166
"14075","yankton",2005-07-31,0,0,0.12085417260764
"14076","yankton",2005-08-07,0,0,0.12361230398681
"14077","yankton",2005-08-14,1,1,0.130848102656592
"14078","yankton",2005-08-21,0,0,0.123154163563433
"14079","yankton",2005-08-28,0,0,0.107911938122052
"14080","yankton",2005-09-04,0,0,0.0747800796150608
"14081","yankton",2005-09-11,0,0,0.0643530853032649
"14082","yankton",2005-09-18,0,0,0.0431645657899655
"14083","beadle",2005-11-27,0,0,7.09702545721776e-05
"14084","beadle",2005-12-04,0,0,1.67203620225299e-05
"14085","beadle",2005-12-11,0,0,3.84992781533191e-06
"14086","beadle",2005-12-18,0,0,1.56785437490612e-06
"14087","beadle",2005-12-25,0,0,8.4162416430077e-07
"14088","yankton",2005-10-30,0,0,0.000992980968997894
"14089","yankton",2005-11-06,0,0,0.000480412466173806
"14090","yankton",2005-11-13,0,0,0.000239670542382694
"14091","yankton",2005-11-20,0,0,8.69032317655753e-05
"14092","yankton",2005-11-27,0,0,3.9779941855165e-05
"14093","yankton",2005-12-04,0,0,1.00324810788996e-05
"14094","yankton",2005-12-11,0,0,2.10407140644811e-06
"14095","yankton",2005-12-18,0,0,8.99823580046484e-07
"14096","yankton",2005-12-25,0,0,5.00606461483311e-07
"14097","spink",2005-10-16,0,0,0.00833783733788875
"14098","spink",2005-10-23,0,0,0.00398012204889003
"14099","hand",2005-02-27,0,0,4.12178305128163e-07
"14100","bonhomme",2005-01-02,0,0,1.28446491916761e-06
"14101","bonhomme",2005-01-09,0,0,4.60062158677299e-07
"14102","bonhomme",2005-01-16,0,0,1.65917133365278e-07
"14103","bonhomme",2005-01-23,0,0,1.23186950426181e-07
"14104","bonhomme",2005-01-30,0,0,1.68672419827067e-07
"14105","bonhomme",2005-02-06,0,0,2.73570854114607e-07
"14106","bonhomme",2005-02-13,0,0,3.28777628375717e-07
"14107","bonhomme",2005-02-20,0,0,5.33966162991786e-07
"14108","bonhomme",2005-02-27,0,0,8.97307247407585e-07
"14109","bonhomme",2005-03-06,0,0,1.73924211131283e-06
"14110","bonhomme",2005-03-13,0,0,3.53566158484522e-06
"14111","bonhomme",2005-03-20,0,0,4.76512081678681e-06
"14112","bonhomme",2005-03-27,0,0,7.24900180624075e-06
"14113","davison",2005-01-02,0,0,4.13879750036574e-06
"14114","davison",2005-01-09,0,0,1.47291011583481e-06
"14115","davison",2005-01-16,0,0,4.96138805760833e-07
"14116","davison",2005-01-23,0,0,3.65616024627578e-07
"14117","davison",2005-01-30,0,0,5.15106031767396e-07
"14118","davison",2005-02-06,0,0,8.06637654861925e-07
"14119","davison",2005-02-13,0,0,9.67146188542281e-07
"14120","mcpherson",2005-12-11,0,0,1.44529534090848e-06
"14121","mcpherson",2005-12-18,0,0,5.70220996924364e-07
"14122","mcpherson",2005-12-25,0,0,3.39184612733467e-07
"14123","sanborn",2005-04-10,0,0,5.34575710280777e-05
"14124","sanborn",2005-04-17,0,0,0.000115872401128977
"14125","sanborn",2005-04-24,0,0,0.000243015213780544
"14126","sanborn",2005-05-01,0,0,0.00029351683613576
"14127","davison",2005-04-03,0,0,4.81684885232617e-05
"14128","davison",2005-04-10,0,0,0.000129417508972111
"14129","davison",2005-04-17,0,0,0.000270701262312465
"14130","davison",2005-04-24,0,0,0.000554739646552441
"14131","davison",2005-05-01,0,0,0.000649477311827705
"14132","davison",2005-05-08,0,0,0.00117763870018332
"14133","davison",2005-05-15,0,0,0.00180639220318482
"14134","davison",2005-05-22,0,0,0.00370117192071079
