"","district","weekstartdate","anycases","totalcases","est"
"19347","sanborn",2011-07-10,0,0,0.0165415053752859
"19348","sanborn",2011-07-17,0,0,0.027095035708272
"19349","sanborn",2011-07-24,0,0,0.0345930952537018
"19350","edmunds",2011-12-04,0,0,3.49594182922996e-06
"19351","edmunds",2011-12-11,0,0,1.26286246291867e-06
"19352","edmunds",2011-12-18,0,0,7.31519180194618e-07
"19353","edmunds",2011-12-25,0,0,5.0829802133333e-07
"19354","jerauld",2011-01-30,0,0,2.79383625794583e-09
"19355","jerauld",2011-02-06,0,0,2.67579532149532e-09
"19356","jerauld",2011-02-13,0,0,2.99074126733798e-09
"19357","jerauld",2011-02-20,0,0,6.72241397555614e-09
"19358","jerauld",2011-02-27,0,0,8.53986656962688e-09
"19359","jerauld",2011-03-06,0,0,1.08941729283226e-08
"19360","jerauld",2011-03-13,0,0,2.07946275804e-08
"19361","jerauld",2011-03-20,0,0,7.1404365410112e-08
"19362","jerauld",2011-03-27,0,0,1.59078445365626e-07
"19363","jerauld",2011-04-03,0,0,3.76190485316427e-07
"19364","jerauld",2011-04-10,0,0,1.16863999305183e-06
"19365","jerauld",2011-04-17,0,0,2.48938571333103e-06
"19366","jerauld",2011-04-24,0,0,4.61980030663353e-06
"19367","jerauld",2011-05-01,0,0,8.89259186033628e-06
"19368","jerauld",2011-05-08,0,0,1.73253958793422e-05
"19369","jerauld",2011-05-15,0,0,3.646305463984e-05
"19370","jerauld",2011-05-22,0,0,6.75364045990046e-05
"19371","faulk",2011-02-27,0,0,2.25290115576904e-08
"19372","faulk",2011-03-06,0,0,2.46683413340415e-08
"19373","faulk",2011-03-13,0,0,4.46463761551726e-08
"19374","faulk",2011-03-20,0,0,1.54660460929789e-07
"19375","faulk",2011-03-27,0,0,3.4328126040652e-07
"19376","faulk",2011-04-03,0,0,8.62130448153862e-07
"19377","faulk",2011-04-10,0,0,2.92446101412082e-06
"19378","faulk",2011-04-17,0,0,6.64346305513932e-06
"19379","faulk",2011-04-24,0,0,1.32186623112354e-05
"19380","faulk",2011-05-01,0,0,2.87836858265787e-05
"19381","faulk",2011-05-08,0,0,6.22725822211066e-05
"19382","faulk",2011-05-15,0,0,0.000137720120877506
"19383","faulk",2011-05-22,0,0,0.000278266786819554
"19384","jerauld",2011-09-18,0,0,0.00410066808192962
"19385","jerauld",2011-09-25,0,0,0.00186908127437146
"19386","jerauld",2011-10-02,0,0,0.000937881592021214
"19387","jerauld",2011-10-09,0,0,0.000607377596497766
"19388","jerauld",2011-10-16,0,0,0.000327683073298836
"19389","jerauld",2011-10-23,0,0,0.000132575081680543
"19390","jerauld",2011-10-30,0,0,5.70771978554528e-05
"19391","jerauld",2011-11-06,0,0,2.5169762230573e-05
"19392","jerauld",2011-11-13,0,0,1.0703376537008e-05
"19393","jerauld",2011-11-20,0,0,3.69997315717789e-06
"19394","jerauld",2011-11-27,0,0,1.67021538136027e-06
"19395","jerauld",2011-12-04,0,0,7.85794308466351e-07
"19396","jerauld",2011-12-11,0,0,2.92471740729844e-07
"19397","jerauld",2011-12-18,0,0,1.71101782132711e-07
"19398","jerauld",2011-12-25,0,0,1.12520815201752e-07
"19399","douglas",2011-01-02,0,0,3.08097045244026e-08
"19400","douglas",2011-01-09,0,0,1.88562368740948e-08
"19401","douglas",2011-01-16,0,0,1.07437750949656e-08
"19402","douglas",2011-01-23,0,0,6.33712325464294e-09
"19403","douglas",2011-01-30,0,0,7.60191325393681e-09
"19404","mcpherson",2011-10-30,0,0,0.000149847164949234
"19405","mcpherson",2011-11-06,0,0,6.9484768829477e-05
"19406","mcpherson",2011-11-13,0,0,2.99648825029573e-05
"19407","mcpherson",2011-11-20,0,0,9.25211269817196e-06
"19408","mcpherson",2011-11-27,0,0,3.82493282271737e-06
"19409","turner",2011-09-18,0,0,0.0197251808615318
"19410","turner",2011-09-25,0,0,0.00851800177206706
"19411","turner",2011-10-02,0,0,0.00395497623688467
"19412","turner",2011-10-09,0,0,0.00260331222041768
"19413","turner",2011-10-16,0,0,0.00142757526290229
"19414","turner",2011-10-23,0,0,0.000577979179591479
"19415","turner",2011-10-30,0,0,0.000256256303111847
"19416","turner",2011-11-06,0,0,0.000114190629234171
"19417","turner",2011-11-13,0,0,5.12279408343699e-05
"19418","turner",2011-11-20,0,0,1.91181525938623e-05
"19419","turner",2011-11-27,0,0,9.13388483149216e-06
"19420","turner",2011-12-04,0,0,4.08858424112894e-06
"19421","turner",2011-12-11,0,0,1.37562544431232e-06
"19422","turner",2011-12-18,0,0,8.0722370575334e-07
"19423","turner",2011-12-25,0,0,4.9898952582081e-07
"19424","clay",2011-04-10,0,0,1.05068020903141e-05
"19425","aurora",2011-01-09,0,0,1.1495670292317e-08
"19426","aurora",2011-01-16,0,0,6.67981635286879e-09
"19427","aurora",2011-01-23,0,0,3.94594089925909e-09
"19428","aurora",2011-01-30,0,0,4.70840397327622e-09
"19429","aurora",2011-02-06,0,0,4.36114212229076e-09
"19430","aurora",2011-02-13,0,0,4.58855907256038e-09
"19431","aurora",2011-02-20,0,0,1.06898581134362e-08
"19432","aurora",2011-02-27,0,0,1.40662463912927e-08
"19433","aurora",2011-03-06,0,0,1.8281055010219e-08
"19434","aurora",2011-03-13,0,0,3.51827786053602e-08
"19435","aurora",2011-03-20,0,0,1.21178474001025e-07
"19436","clay",2011-07-10,0,0,0.0239346683826685
"19437","clay",2011-07-17,0,0,0.0384831538321464
"19438","clay",2011-07-24,0,0,0.0455335411203504
"19439","clay",2011-07-31,0,0,0.0664695070669057
"19440","clay",2011-08-07,0,0,0.0834575524801361
"19441","clay",2011-08-14,0,0,0.0877498010687064
"19442","clay",2011-08-21,0,0,0.0976147957266691
"19443","clay",2011-08-28,1,1,0.0801937083086529
"19444","clay",2011-09-04,0,0,0.0693160876358664
"19445","clay",2011-09-11,0,0,0.0406052476534753
"19446","clay",2011-09-18,0,0,0.0203534674944355
"19447","clay",2011-09-25,0,0,0.00871212622211138
"19448","clay",2011-10-02,0,0,0.00396805336798571
"19449","clay",2011-10-09,0,0,0.0026095225702992
"19450","clay",2011-10-16,0,0,0.00142009042266562
"19451","clay",2011-10-23,0,0,0.000572916548940299
"19452","clay",2011-10-30,0,0,0.000254698684601681
"19453","clay",2011-11-06,0,0,0.000115182585524107
"19454","clay",2011-11-13,0,0,5.26825624580637e-05
"19455","clay",2011-11-20,0,0,2.02017212863881e-05
"19456","clay",2011-11-27,0,0,1.02165051847155e-05
"19457","clay",2011-12-04,0,0,4.53112305838739e-06
"19458","clay",2011-12-11,0,0,1.54283036150173e-06
"19459","clay",2011-12-18,0,0,8.92994628623831e-07
"19460","clay",2011-12-25,0,0,5.46801717907874e-07
"19461","aurora",2011-09-11,0,0,0.0111114647230277
"19462","aurora",2011-09-18,0,0,0.00587083046100324
"19463","aurora",2011-09-25,0,0,0.00266813676803012
"19464","aurora",2011-10-02,0,0,0.00131642576127887
"19465","aurora",2011-10-09,0,0,0.000855286690536613
"19466","aurora",2011-10-16,0,0,0.000462060252785364
"19467","aurora",2011-10-23,0,0,0.000187805342863615
"19468","aurora",2011-10-30,0,0,8.09571634361307e-05
"19469","aurora",2011-11-06,0,0,3.53212564367326e-05
"19470","aurora",2011-11-13,0,0,1.50869861039129e-05
"19471","aurora",2011-11-20,0,0,5.27390245393933e-06
"19472","aurora",2011-11-27,0,0,2.44707984268961e-06
"19473","aurora",2011-12-04,0,0,1.13590568227584e-06
"19474","aurora",2011-12-11,0,0,4.0973382319541e-07
"19475","aurora",2011-12-18,0,0,2.3337611920366e-07
"19476","yankton",2011-05-01,0,0,4.95787933178282e-05
"19477","yankton",2011-05-08,0,0,8.84230765250507e-05
"19478","yankton",2011-05-15,0,0,0.000176049077587498
"19479","yankton",2011-05-22,0,0,0.000300117341377216
"19480","yankton",2011-05-29,0,0,0.000493300313593131
"19481","yankton",2011-06-05,0,0,0.000945882024045551
"19482","yankton",2011-06-12,0,0,0.00153512742806135
"19483","yankton",2011-06-19,0,0,0.00279462703875058
"19484","yankton",2011-06-26,0,0,0.0046950226906639
"19485","yankton",2011-07-03,0,0,0.00793481828898653
"19486","yankton",2011-07-10,0,0,0.0134436637924997
"19487","yankton",2011-07-17,0,0,0.0222051612969651
"19488","yankton",2011-07-24,0,0,0.0273021817232407
"19489","yankton",2011-07-31,0,0,0.0414745195908892
"19490","yankton",2011-08-07,0,0,0.0540793805950736
"19491","beadle",2011-10-23,0,0,0.00115376456036731
"19492","beadle",2011-10-30,0,0,0.000493374515188361
"19493","beadle",2011-11-06,0,0,0.00022018590476332
"19494","beadle",2011-11-13,0,0,9.26629512933935e-05
"19495","beadle",2011-11-20,0,0,3.18305364341592e-05
"19496","beadle",2011-11-27,0,0,1.42138058453133e-05
"19497","beadle",2011-12-04,0,0,6.79022253884577e-06
"19498","beadle",2011-12-11,0,0,2.49653037036648e-06
"19499","beadle",2011-12-18,0,0,1.4919136396962e-06
"19500","beadle",2011-12-25,0,0,9.89088225604024e-07
"19501","yankton",2011-10-23,0,0,0.000366974946292629
"19502","yankton",2011-10-30,0,0,0.000159799825448993
"19503","yankton",2011-11-06,0,0,7.06854191604966e-05
"19504","yankton",2011-11-13,0,0,3.18472344650588e-05
"19505","yankton",2011-11-20,0,0,1.1926709826516e-05
"19506","yankton",2011-11-27,0,0,5.90309376950472e-06
"19507","yankton",2011-12-04,0,0,2.69909469743478e-06
"19508","yankton",2011-12-11,0,0,9.56513327100235e-07
"19509","yankton",2011-12-18,0,0,5.63998552598957e-07
"19510","yankton",2011-12-25,0,0,3.56187009153924e-07
"19511","spink",2011-10-16,0,0,0.00234264309855879
"19512","spink",2011-10-23,0,0,0.00091231627400259
"19513","spink",2011-10-30,0,0,0.000384484935365596
"19514","spink",2011-11-06,0,0,0.000173813886668703
"19515","spink",2011-11-13,0,0,7.19029510505006e-05
"19516","spink",2011-11-20,0,0,2.41743325284597e-05
"19517","spink",2011-11-27,0,0,9.63612776727759e-06
"19518","spink",2011-12-04,0,0,4.81564958141078e-06
"19519","spink",2011-12-11,0,0,1.81829576797358e-06
"19520","spink",2011-12-18,0,0,1.12087014554875e-06
"19521","spink",2011-12-25,0,0,7.72436172129967e-07
"19522","hutchinson",2011-05-15,0,0,0.000242594084658575
"19523","hutchinson",2011-05-22,0,0,0.000420555716841317
"19524","hutchinson",2011-05-29,0,0,0.00069228235204675
"19525","hutchinson",2011-06-05,0,0,0.00131176754439153
"19526","hutchinson",2011-06-12,0,0,0.0021110625370676
"19527","douglas",2011-02-06,0,0,6.98255200606994e-09
"19528","douglas",2011-02-13,0,0,7.44438420402667e-09
"19529","douglas",2011-02-20,0,0,1.81293692543918e-08
"19530","douglas",2011-02-27,0,0,2.36691357479216e-08
"19531","douglas",2011-03-06,0,0,3.11394838846883e-08
"19532","davison",2011-01-02,0,0,1.56943802245683e-07
"19533","bonhomme",2011-04-24,0,0,2.12645666821383e-05
"19534","bonhomme",2011-05-01,0,0,3.83665271294778e-05
"19535","bonhomme",2011-05-08,0,0,6.89332454050352e-05
"19536","bonhomme",2011-05-15,0,0,0.000133479672168048
"19537","bonhomme",2011-05-22,0,0,0.00022676443960558
"19538","bonhomme",2011-05-29,0,0,0.000372799814314949
"19539","bonhomme",2011-06-05,0,0,0.000706867979182172
"19540","bonhomme",2011-06-12,0,0,0.00111454656431729
"19541","bonhomme",2011-06-19,0,0,0.00203536142116109
"19542","bonhomme",2011-06-26,0,0,0.00351165402922365
"19543","davison",2011-04-03,0,0,4.91841171186948e-06
"19544","davison",2011-04-10,0,0,1.55458494610517e-05
"19545","davison",2011-04-17,0,0,3.40456150003466e-05
"19546","davison",2011-04-24,0,0,6.39122019922066e-05
"19547","davison",2011-05-01,0,0,0.000121545689771971
"19548","bonhomme",2011-08-28,0,0,0.0452200781805001
"19549","bonhomme",2011-09-04,0,0,0.0371248379881254
"19550","bonhomme",2011-09-11,0,0,0.0214695684307445
"19551","bonhomme",2011-09-18,0,0,0.0106860099300377
"19552","bonhomme",2011-09-25,0,0,0.00454489666997433
"19553","bonhomme",2011-10-02,0,0,0.00207885064390246
"19554","bonhomme",2011-10-09,0,0,0.00135408331731471
"19555","bonhomme",2011-10-16,0,0,0.000722296908064581
"19556","davison",2011-07-03,0,0,0.0203443174108579
"19557","davison",2011-07-10,0,0,0.0346175703778589
"19558","davison",2011-07-17,0,0,0.0574621689733059
"19559","davison",2011-07-24,0,0,0.0727948598315029
"19560","davison",2011-07-31,1,1,0.114743905440538
"19561","davison",2011-08-07,0,0,0.148441631009321
"19562","davison",2011-08-14,0,0,0.160291420247854
"19563","davison",2011-08-21,0,0,0.173498975524906
"19564","bonhomme",2011-12-18,0,0,4.47557937717787e-07
"19565","bonhomme",2011-12-25,0,0,2.82635097686665e-07
"19566","hanson",2011-07-03,0,0,0.00542673805109446
"19567","hanson",2011-07-10,0,0,0.00926326631454228
"19568","hanson",2011-07-17,0,0,0.0156124794821696
"19569","hanson",2011-07-24,0,0,0.0197037588185307
"19570","hanson",2011-07-31,0,0,0.0317443671247091
"19571","hanson",2011-08-07,0,0,0.0414582111462459
"19572","hanson",2011-08-14,0,0,0.044283019286342
"19573","hanson",2011-08-21,1,1,0.0477736809937936
"19574","hanson",2011-08-28,0,0,0.0381188085627497
"19575","hanson",2011-09-04,0,0,0.0318981336325563
"19576","hanson",2011-09-11,0,0,0.0191766150042074
"19577","hanson",2011-09-18,0,0,0.00993025624627571
"19578","hanson",2011-09-25,0,0,0.00442064521751785
"19579","sanborn",2011-04-03,0,0,1.88123953962031e-06
"19580","sanborn",2011-04-10,0,0,6.11390080020395e-06
"19581","sanborn",2011-04-17,0,0,1.3588791683829e-05
"19582","sanborn",2011-04-24,0,0,2.60128105339789e-05
"19583","sanborn",2011-05-01,0,0,5.09220686441144e-05
"19584","sanborn",2011-05-08,0,0,9.6986174905799e-05
"19585","sanborn",2011-05-15,0,0,0.000203015267542123
"19586","sanborn",2011-05-22,0,0,0.000367205302075121
"19587","sanborn",2011-05-29,0,0,0.000606327593721358
"19588","sanborn",2011-06-05,0,0,0.00114967939275156
"19589","sanborn",2011-06-12,0,0,0.00185064466330429
"19590","sanborn",2011-06-19,0,0,0.00326650952335513
"19591","sanborn",2011-06-26,0,0,0.00551091157748383
"19592","edmunds",2011-11-27,0,0,7.14614623680024e-06
"19593","spink",2011-01-16,0,0,1.67342975667611e-08
"19594","spink",2011-01-23,0,0,8.87550435127028e-09
"19595","spink",2011-01-30,0,0,1.00962011528424e-08
"19596","spink",2011-02-06,0,0,8.69426594939586e-09
"19597","spink",2011-02-13,0,0,8.01284082149273e-09
"19598","spink",2011-02-20,0,0,1.52222917268264e-08
"19599","spink",2011-02-27,0,0,1.77082047665104e-08
"19600","spink",2011-03-06,0,0,1.95559784735854e-08
"19601","spink",2011-03-13,0,0,4.0317876200242e-08
"19602","spink",2011-03-20,0,0,1.54358879838671e-07
"19603","spink",2011-03-27,0,0,4.02541729867295e-07
"19604","spink",2011-04-03,0,0,1.14024521020099e-06
"19605","spink",2011-04-10,0,0,4.29365089995958e-06
"19606","spink",2011-04-17,0,0,1.05070423831729e-05
"19607","spink",2011-04-24,0,0,2.26379574715312e-05
"19608","spink",2011-05-01,0,0,5.23835660478733e-05
"19609","spink",2011-05-08,0,0,0.000113933943852305
"19610","spink",2011-05-15,0,0,0.000257781930968103
"19611","spink",2011-05-22,0,0,0.000514707715827825
"19612","spink",2011-05-29,0,0,0.000866706829357276
"19613","spink",2011-06-05,0,0,0.00161762169384104
"19614","mcpherson",2011-02-20,0,0,1.23611156505509e-08
"19615","mcpherson",2011-02-27,0,0,1.34609702049332e-08
"19616","mcpherson",2011-03-06,0,0,1.47631557740489e-08
"19617","mcpherson",2011-03-13,0,0,2.52367813179461e-08
"19618","mcpherson",2011-03-20,0,0,8.06405544331734e-08
"19619","mcpherson",2011-03-27,0,0,1.55665842476294e-07
"19620","spink",2011-07-24,0,0,0.0653744614337282
"19621","spink",2011-07-31,0,0,0.098552515325555
"19622","spink",2011-08-07,0,0,0.122044624661751
"19623","spink",2011-08-14,0,0,0.122438655809811
"19624","spink",2011-08-21,0,0,0.122232564546349
"19625","spink",2011-08-28,0,0,0.0994753301990614
"19626","spink",2011-09-04,0,0,0.0799839106071356
"19627","spink",2011-09-11,0,0,0.0534771192742984
"19628","spink",2011-09-18,0,0,0.0282825399592365
"19629","spink",2011-09-25,0,0,0.0132323105845594
"19630","spink",2011-10-02,0,0,0.00680475967755054
"19631","spink",2011-10-09,0,0,0.00433767179883264
"19632","faulk",2011-07-03,0,0,0.00792007119406625
"19633","faulk",2011-07-10,0,0,0.0150834237022388
"19634","faulk",2011-07-17,0,0,0.025834090012069
"19635","faulk",2011-07-24,0,0,0.0372437572331623
"19636","faulk",2011-07-31,0,0,0.0554516918094681
"19637","faulk",2011-08-07,0,0,0.069483018553055
"19638","faulk",2011-08-14,0,0,0.072114418112487
"19639","faulk",2011-08-21,0,0,0.0721453833984649
"19640","faulk",2011-08-28,0,0,0.0596302287537934
"19641","faulk",2011-09-04,0,0,0.0468418882119854
"19642","turner",2011-07-03,0,0,0.0133597208733988
"19643","turner",2011-07-10,0,0,0.0233979601506408
"19644","turner",2011-07-17,0,0,0.0390137283634535
"19645","turner",2011-07-24,0,0,0.0481107195411888
"19646","turner",2011-07-31,0,0,0.0705807878941276
"19647","turner",2011-08-07,0,0,0.0864335623057203
"19648","turner",2011-08-14,0,0,0.0879061572801358
"19649","turner",2011-08-21,0,0,0.0922642491093363
"19650","turner",2011-08-28,0,0,0.073990986387932
"19651","turner",2011-09-04,0,0,0.0649773340648665
"19652","turner",2011-09-11,0,0,0.0386101364914858
"19653","douglas",2011-03-13,0,0,5.95101946075196e-08
"19654","douglas",2011-03-20,0,0,2.02125847888979e-07
"19655","douglas",2011-03-27,0,0,4.53536263419143e-07
"19656","hutchinson",2011-08-14,0,0,0.0843287472274985
"19657","hutchinson",2011-08-21,0,0,0.0927681466198384
"19658","hutchinson",2011-08-28,1,1,0.0751694121657255
"19659","hutchinson",2011-09-04,0,0,0.0636080427014005
"19660","douglas",2011-05-01,0,0,2.20018249031148e-05
"19661","douglas",2011-05-08,0,0,4.07433406180913e-05
"19662","douglas",2011-05-15,0,0,8.04325498568024e-05
"19663","douglas",2011-05-22,0,0,0.000140337610640298
"19664","douglas",2011-05-29,0,0,0.000228054636851054
"19665","douglas",2011-06-05,0,0,0.000428507591736721
"19666","douglas",2011-06-12,0,0,0.00068339494659755
"19667","douglas",2011-06-19,0,0,0.001255102991868
"19668","douglas",2011-06-26,0,0,0.00215454803922691
"19669","douglas",2011-07-03,0,0,0.00372032157168174
"19670","douglas",2011-07-10,0,0,0.00655144941071808
"19671","douglas",2011-07-17,0,0,0.011019994361523
"19672","douglas",2011-07-24,0,0,0.0138472718975306
"19673","douglas",2011-07-31,0,0,0.021846178034473
"19674","douglas",2011-08-07,0,0,0.029420065005823
"19675","douglas",2011-08-14,0,0,0.0333769008627784
"19676","douglas",2011-08-21,0,0,0.037998533094005
"19677","douglas",2011-08-28,0,0,0.0301366664239757
"19678","douglas",2011-09-04,0,0,0.0241277949019821
"19679","douglas",2011-09-11,0,0,0.0142911230772652
"19680","douglas",2011-09-18,0,0,0.00744184950850063
"19681","douglas",2011-09-25,0,0,0.00333367083594715
"19682","douglas",2011-10-02,0,0,0.0016151419932119
"19683","douglas",2011-10-09,0,0,0.00106192472406223
"19684","douglas",2011-10-16,0,0,0.000576487485116662
"19685","douglas",2011-10-23,0,0,0.000234458787661734
"19686","douglas",2011-10-30,0,0,0.00010207074537432
"19687","douglas",2011-11-06,0,0,4.48669725692279e-05
"19688","douglas",2011-11-13,0,0,1.96533232428931e-05
"19689","douglas",2011-11-20,0,0,7.0764342063259e-06
"19690","douglas",2011-11-27,0,0,3.45491225014708e-06
"19691","douglas",2011-12-04,0,0,1.60709249064285e-06
"19692","douglas",2011-12-11,0,0,5.90930318009845e-07
"19693","douglas",2011-12-18,0,0,3.34907699433895e-07
"19694","douglas",2011-12-25,0,0,2.03198043731145e-07
"19695","edmunds",2011-07-24,0,0,0.0419558152384045
"19696","edmunds",2011-07-31,0,0,0.059949129282861
"19697","edmunds",2011-08-07,0,0,0.073733081974387
"19698","edmunds",2011-08-14,0,0,0.0753029366576337
"19699","edmunds",2011-08-21,0,0,0.0744451404209844
"19700","edmunds",2011-08-28,0,0,0.0621824398378492
"19701","edmunds",2011-09-04,0,0,0.0480972535030393
"19702","edmunds",2011-09-11,0,0,0.0328855231995136
"19703","edmunds",2011-09-18,0,0,0.0169903431623967
"19704","edmunds",2011-09-25,0,0,0.00818163206341345
"19705","edmunds",2011-10-02,0,0,0.00441385364381137
"19706","edmunds",2011-10-09,0,0,0.00301877244892093
"19707","edmunds",2011-10-16,0,0,0.0016302136863996
"19708","edmunds",2011-10-23,0,0,0.000662290497842419
"19709","edmunds",2011-10-30,0,0,0.000284339436020869
"19710","edmunds",2011-11-06,0,0,0.000130948004035368
"19711","edmunds",2011-11-13,0,0,5.59519815258764e-05
"19712","edmunds",2011-11-20,0,0,1.76485164380593e-05
"19713","turner",2011-03-27,0,0,1.18066132277046e-06
"19714","jerauld",2011-01-02,0,0,1.12789251474989e-08
"19715","jerauld",2011-01-09,0,0,6.90504603551733e-09
"19716","jerauld",2011-01-16,0,0,3.96065922406567e-09
"19717","jerauld",2011-01-23,0,0,2.2711792021611e-09
"19718","sanborn",2011-08-14,0,0,0.0769325032415781
"19719","aurora",2011-12-25,0,0,1.4730403305028e-07
"19720","sanborn",2011-08-28,0,0,0.0650659929028534
"19721","sanborn",2011-09-04,0,0,0.0538706293920123
"19722","sanborn",2011-09-11,0,0,0.0332998771070627
"19723","sanborn",2011-09-18,0,0,0.0175346040979914
"19724","sanborn",2011-09-25,0,0,0.00795178593306341
"19725","sanborn",2011-10-02,0,0,0.00391837040887704
"19726","sanborn",2011-10-09,0,0,0.00254238086908339
"19727","sanborn",2011-10-16,0,0,0.00137264349713068
"19728","sanborn",2011-10-23,0,0,0.000547895120588477
"19729","sanborn",2011-10-30,0,0,0.000234935911231019
"19730","sanborn",2011-11-06,0,0,0.000102730033102374
"19731","sanborn",2011-11-13,0,0,4.36343283468637e-05
"19732","sanborn",2011-11-20,0,0,1.52297271420835e-05
"19733","sanborn",2011-11-27,0,0,6.9385363001939e-06
"19734","yankton",2011-08-14,0,0,0.0585424258958586
"19735","jerauld",2011-05-29,0,0,0.00011178268883771
"19736","jerauld",2011-06-05,0,0,0.000215310739309676
"19737","jerauld",2011-06-12,0,0,0.000352948981122067
"19738","jerauld",2011-06-19,0,0,0.000633439775692162
"19739","jerauld",2011-06-26,0,0,0.0010815417725885
"19740","turner",2011-01-02,0,0,7.1685429827227e-08
"19741","turner",2011-01-09,0,0,3.92622295440979e-08
"19742","turner",2011-01-16,0,0,2.38322533712267e-08
"19743","turner",2011-01-23,0,0,1.38717195514729e-08
"19744","turner",2011-01-30,0,0,1.46271131970932e-08
"19745","turner",2011-02-06,0,0,1.30902201760782e-08
"19746","turner",2011-02-13,0,0,1.25175398184256e-08
